8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
8 0.9 0.91 0.77 0.89 0.91 0.97 0.96 0.93 0.9 0.96 0.96 0.9 0.83 0.95 0.96 0.9 0.92 0.92 0.94 0.89 0.96 0.89 0.93 0.97 0.97 0.97 0.84 0.66 0.91 0.99 0.96 0.98 0.45 0.97 0.96 0.96 0.95 0.96 0.96 0.91 0.59 0.73 0.95 0.78 0.92 0.94 0.89 0.74 0.96 0.9 0.96 0.96 0.96 0.9 0.92 0.98 0.96 0.97 0.69 1 0.84 0.93 1 1 1 1 1 1 0.88 1 1 0.31 0.2 0.9 0.95 0.74 0.76 0.52 0.74 0.91 0.97 1 0.89 1 1 0.97 0.7 0.96 0.98 0.85 0.95 0.08 0.07 0.87 0.97 0.97 1 0.49 0.04 0.96 0.82 0.96 0.95 0.5 0.94 0.63 0.95 0.53 1 0.55 0.78 0.57 1 0.57 0.57 0.58 1 0.9 0.89 1 1 1 0.82 0.95 0.95 0.83 0.71 0.77 0.94 1 0.76 0.73 0.76 0.75 1 0.66 1 0.97 0.45 0.97 0.96 0.05 1 0.96 0.42 0.63 0.91 0.9 1 1 0.83 0.96 0.96 0.95 1 0.85 0.95 1 0.95 1 1 0.86 1 0.86 0.86 1 0.1 0.85 1 0.89 1 1 0.9 0.95 0.95 1 1 0.92 1 0.94 1 1 1 1 1 1 1 1 0.38 1 1 1 1 0.41 1 1 1 0.87 0.46 1 1 1 0.88 0.92 1 0.18 1 0.06 0.9 0.99 1 0 0.04 0.67 1 1 0.21 1 0.74 0.87 0.88 1 0.88 1 0.9 1 1 1 1 1 0.85 0.83 0.83 1 1 1 0.83 1 1 1 1 1 1 1 1 1 0.97 0.96 0.96 8 
8 0.91 0.77 1 0.89 1 0.82 1 0.78 1 0.8 0.81 0.43 0.92 0.79 0.79 0.53 0.93 1 0.82 1 0.44 1 0.04 1 0.11 1 1 1 1 1 0.97 0.78 1 1 1 1 0.79 0.79 1 1 0.95 0.74 1 0.8 0.8 1 0.58 0.58 1 1 0.71 0.55 1 0.03 0.93 1 1 0.65 1 0.07 1 1 0.93 1 1 1 1 1 1 1 1 1 0.9 0.95 0.95 1 1 1 1 0.93 0.98 1 1 1 1 1 1 0.23 1 1 1 1 1 1 1 0.24 1 1 1 1 1 1 1 1 0.39 0.96 0.96 0.39 0.55 1 0.93 1 1 0.92 1 1 1 1 0.91 1 1 1 0.6 1 1 1 0.81 1 1 1 1 1 0.46 0.97 1 0.97 0.97 0.97 0.96 0.96 1 0.96 0.64 1 1 1 1 1 1 1 1 1 1 1 1 1 0.85 1 1 1 1 0.01 1 1 1 1 1 1 1 1 1 1 0.22 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.38 1 1 1 1 0.42 1 1 1 1 0.47 1 1 1 1 0.93 1 1 1 1 0.62 1 1 1 1 0.69 1 1 1 1 1 1 1 1 1 1 0.91 0.74 1 1 1 0.85 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8 
8 0.76 1 0.78 1 0.75 0.98 0.97 0.85 1 0.97 1 0.77 0.77 1 0.97 0.01 0 0.41 0.51 0.8 0.94 0.39 0.89 1 0.9 1 1 1 0.91 1 0.98 0.88 1 0.09 1 1 0.81 1 0.97 1 1 1 0.11 0.63 0 0.94 0.68 1 0.01 1 0.71 0.58 0.95 0.01 0.85 1 1 0.97 0.95 1 1 1 0.04 1 1 1 1 1 1 1 1 1 1 1 1 0.75 1 1 0.76 1 1 0.73 1 0.84 0.98 0.65 1 0.06 0.93 1 1 0.63 0.96 0.96 1 0.16 0.95 0.62 0.94 1 0.95 0.96 0.7 0.03 1 1 0.69 0.54 0.94 1 0.75 1 1 1 1 1 1 1 1 1 1 1 1 0.83 1 0.66 1 0.64 1 0.47 0.94 0.7 1 1 1 1 1 1 1 1 0.65 0.65 1 1 1 1 0.42 1 1 0.59 1 1 1 0.88 1 1 1 1 0.94 0.87 1 1 0.89 1 1 1 1 1 1 1 1 0.95 1 1 1 1 1 1 1 0.78 1 1 1 1 1 1 1 1 0.38 1 1 1 1 0.42 1 1 1 1 0.47 1 1 1 1 0.55 1 0.24 1 1 0.62 1 1 1 1 0.69 1 1 0.31 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.82 1 1 1 1 1 1 1 1 1 0.94 8 
8 0.88 1 1 1 1 0.98 0.97 0.64 1 0.98 0.63 0.37 1 1 0.97 0.89 1 0.8 0.98 0.98 0.95 0.71 0.92 0.67 1 1 1 0.59 1 0.68 0.69 0.07 1 0.98 0.03 0.81 0.95 1 0.4 0.48 0.6 0.14 1 0.78 0.01 0.42 0.69 0.65 1 1 0.97 0.54 1 1 0.93 1 1 0.98 0.73 0.51 0.7 1 0.51 0.51 1 1 1 1 0.5 1 1 0.36 0.94 0.29 0.96 0.56 1 0.54 1 0.78 1 1 1 0.87 0.99 1 1 0.08 1 0.06 1 0.04 1 1 1 0.84 1 0.94 0.92 0.77 1 0.39 1 0.47 1 1 0.54 0.69 1 0.75 0.79 1 0.93 1 1 0.59 1 1 1 1 1 1 1 1 0.77 0.87 0.97 0.97 0.81 1 1 0.96 1 1 0.88 1 1 1 1 1 1 1 1 1 0.02 1 0.95 1 1 0.97 1 1 1 1 1 1 1 1 0.87 1 1 1 1 1 1 1 1 1 1 1 0.85 1 1 1 0.22 1 1 1 1 1 0.78 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.26 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.74 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8 
8 0.88 1 1 1 0.87 0.76 0.88 0.89 0.81 1 0.87 0.57 0.88 0.86 1 1 0.76 1 0.81 0.82 0.88 0.88 0.93 0.69 1 0.77 0.89 0.08 0.47 0.88 0.84 0.95 1 0.05 0.88 0.9 0.22 0.05 1 1 0.88 0.87 0.88 0.94 0.88 0.95 0.86 0.89 0.94 1 0.98 1 0.85 0.95 1 1 0.57 0.52 0.93 0.19 0.67 1 1 0.12 0.87 1 0.83 1 1 1 1 1 1 1 0.96 0.56 1 1 0.89 0.61 0.78 0.85 1 1 0.5 1 1 1 0.99 0.88 1 1 1 1 1 0.31 0.83 1 0.96 0.62 0.06 1 0.95 0.47 1 1 0.49 1 0.75 1 0.79 0.94 1 0.38 1 0.59 1 1 0.83 1 1 1 1 0.77 1 1 1 0.47 1 1 0.89 0.73 0.98 0.88 0.07 0.05 1 1 1 1 1 0.65 0.96 1 0.95 1 0.84 0.86 0.97 1 1 0.59 1 1 1 0.55 1 0.77 1 0.84 0.9 1 0.93 1 1 1 1 0.88 1 1 1 1 1 0.95 1 1 1 0.93 1 1 0.02 1 1 0.93 1 1 1 1 1 1 1 1 1 0.86 1 1 1 1 0.4 0.87 1 1 1 0.45 1 1 1 1 0.51 1 1 1 1 0.59 0.86 1 1 1 0.66 1 1 1 1 0.73 1 1 0.71 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8 
8 0.9 0.88 0.69 1 0.91 0.64 0.9 0.94 0.7 0.58 1 1 0.91 0.88 1 0.8 0.98 1 0.75 0.69 0.84 1 0.92 1 0.69 1 0.77 0.77 1 0.47 0.48 0.79 0.95 0.51 0.07 0.88 0.24 0.07 1 1 1 1 1 0.78 0.69 0.56 0.64 0.34 0.53 1 0.82 0.04 1 1 1 1 1 0.98 0.62 1 0.49 0.16 0.18 1 0.11 1 1 1 1 1 1 1 1 1 1 1 0.61 1 1 0.54 0.98 0.77 1 0.92 1 0.81 0.71 0.71 0.71 0.43 0.2 0.68 0.22 0.18 1 1 1 0.83 1 1 0.62 1 1 0.07 1 1 1 1 1 0.67 1 1 1 1 1 1 1 0.91 1 1 1 1 1 1 0.89 1 1 1 1 0.89 1 0.98 0.68 0.96 1 0.96 1 0.69 0.75 1 0.7 0.95 1 0.7 1 0.84 0.71 0.71 0.95 0.71 1 0.59 1 1 1 1 0.88 1 1 0.84 1 1 1 1 0.87 1 1 1 0.97 0.9 1 1 0.85 1 0.94 1 1 1 1 1 0.04 1 1 0.84 0.96 0.96 1 1 1 0.96 1 1 1 1 0.37 1 1 1 1 0.4 1 1 1 1 0.45 1 1 1 1 0.51 1 1 1 0.22 0.76 1 1 1 0.81 0.65 1 1 1 1 0.92 0.71 1 1 1 0.86 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.57 1 1 8 
8 0.88 1 0.87 0.75 0.87 0.92 0.82 0.58 0.87 0.65 0.87 0.54 1 0.82 0.76 1 0.65 1 0.88 0.87 0.79 0.67 0.79 0.92 0.92 1 0.8 0.68 0.61 0.03 0.99 0.43 0.8 0.9 0.7 1 0.81 0.79 0.87 0.86 0.88 0.75 0.87 0.54 0.87 0.88 1 1 0.7 0.83 0.71 0.83 1 0.65 1 0.52 0.79 0.98 1 1 0.79 1 0.94 0.81 1 0.53 1 0.91 0.96 1 1 1 1 1 1 0.57 0.88 1 1 1 0.78 0.6 1 0.01 0.13 1 0.5 0.88 0.88 1 1 0.24 1 1 0.83 0.66 0.77 0.26 1 1 1 1 0.94 0.47 1 0.95 1 1 1 1 1 0.4 0.93 1 1 0.59 1 0.91 1 0.84 1 0.78 0.93 0.93 1 0.89 1 0.68 0.68 1 0.98 0.88 1 1 0.93 1 1 1 1 0.74 1 1 0.94 1 0.96 1 0.95 1 1 0.95 1 1 0.72 1 1 0.77 1 0.86 1 1 1 1 0.93 1 0.93 1 1 0.97 1 1 1 1 1 0.84 1 1 1 0.94 1 0.39 1 1 0.39 1 1 0.92 1 1 1 1 1 0.85 1 1 1 1 1 0.87 1 1 1 1 1 0.94 1 1 1 1 1 0.76 1 1 0.86 1 0.76 0.77 1 1 1 1 1 1 1 1 1 1 1 1 1 0.86 0.75 1 1 1 1 1 1 1 1 1 1 1 0.81 1 1 1 1 1 1 8 
8 0.87 0.77 0.77 0.77 1 0.99 0.99 0.44 1 0.98 0.78 1 1 0.03 0.98 0.44 0.94 0.65 0.94 0.81 0.95 0.79 0.94 0.79 0.81 0.77 1 0.89 0.74 0.05 1 1 1 0.69 1 0.03 1 0.79 0.99 0.87 1 0.76 1 0.87 0.08 0.94 1 0.34 1 0.03 1 1 0.96 0.07 0.94 0.14 1 0.99 1 1 1 0.8 0.94 1 0.81 1 1 0.97 1 0.54 1 1 1 1 0.94 1 1 1 1 1 1 0.79 1 1 1 0.92 0.88 0.97 1 1 1 1 1 0.83 1 0.81 0.11 0.93 0.22 1 1 1 1 1 1 0.95 1 1 1 1 1 1 0.93 0.85 1 0.84 1 0.16 0.15 0.9 1 0.87 0.62 0.08 1 1 0.67 0.89 1 1 1 1 1 0.96 1 1 1 1 0.67 1 1 1 1 0.85 1 0.96 1 0.95 1 0.41 1 1 0.58 1 1 1 1 1 1 1 0.83 1 1 0.84 1 1 0.82 1 1 0.9 1 1 1 1 1 1 1 1 1 0.23 1 1 1 1 1 1 1 1 1 0.39 1 0.95 1 1 0.43 1 1 1 1 0.49 1 1 1 0.97 0.55 0.96 0.96 1 0.24 0.96 0.77 1 0.17 1 0.7 1 0.78 1 1 1 1 1 1 0.72 0.92 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.58 1 1 8 
8 0.9 0.69 0.77 0.16 0.39 0.57 0.88 0.38 0.03 0.55 1 0.89 0.89 1 0.56 0.43 1 0.67 0.79 1 0.96 0.82 0.58 0.85 0.46 1 1 1 1 1 1 0.13 1 0.17 0.85 1 0.96 1 0.41 0.76 0.62 1 1 1 0.85 0.96 0.09 0.95 1 1 0.99 1 0.96 0.09 0.53 0.06 0.45 0.55 1 1 1 1 0.92 1 0.64 0.69 0.82 1 1 1 0.82 1 1 1 1 0.77 1 1 0.66 1 1 0.63 0.44 0.89 1 0.79 0.97 0.15 0.95 0.78 0.89 0.89 0.89 0.7 0.71 1 0.14 0.96 0.72 0.4 1 1 0.73 0.94 0.93 1 0.03 1 1 1 1 1 1 1 0.83 0.96 0.95 0.3 1 1 0.94 0.84 0.62 1 0.06 1 1 1 1 0.8 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.88 1 0.98 1 0.41 1 1 0.58 0.72 1 1 0.82 1 0.83 1 1 0.93 0.16 0.92 0.88 1 1 0.09 0.08 1 1 1 1 1 1 1 1 1 1 1 1 1 0.79 1 1 1 1 1 1 0.39 1 1 1 1 0.43 1 1 1 1 0.49 1 1 1 1 0.56 1 1 1 1 0.63 1 0.86 0.15 1 0.7 1 1 1 1 1 1 1 1 0.8 1 1 1 1 1 1 0.75 1 1 1 1 0.83 0.83 0.83 1 1 1 0.82 1 1 1 1 1 0.93 8 
