# Prey Variance Data
# Thu Nov  1 17:10:26 2012
#  1: Update
#  2: Fitness
#  3: Gestation Time
#  4: Merit
#  5: Creature Age
#  6: Generation
#  7: Genome Length

0 0 0 0 0 0 0 
750 0.325944 9.58228e+06 842.743 3129.01 44.6455 0 
